Date,Open,High,Low,Close,Adj Close,Volume,7_day_MA,21_day_MA,12_day_EMA,26_day_EMA,MACD,RSI,ROC,20_day_SMA,20_day_STD,Upper_Bollinger,Lower_Bollinger,Volatility,Skewness,Kurtosis
2022-01-03,145.05499267578125,145.8509979248047,143.71299743652344,144.9915008544922,144.9915008544922,28646000,,,144.9915008544922,144.9915008544922,0.0,,,,,,,,,
2022-01-04,145.39599609375,146.48500061035156,143.7165069580078,144.39950561523438,144.39950561523438,28400000,,,144.90042466383713,144.94764935528792,-0.04722469145079344,,,,,,,,,
2022-01-05,144.4199981689453,144.49949645996094,137.68800354003906,137.77499389648438,137.77499389648438,54618000,,,143.80420454578285,144.4163415435247,-0.6121369977418567,,,,,,,,,
2022-01-06,136.99850463867188,139.94000244140625,136.55850219726562,137.74749755859375,137.74749755859375,37348000,,,142.87240347083068,143.9223531001965,-1.0499496293658126,,,,,,,,,
2022-01-07,138.14549255371094,138.44850158691406,135.76649475097656,137.01699829101562,137.01699829101562,29760000,,,141.97157190470529,143.41084533655348,-1.4392734318481928,,,,,,,,,
2022-01-10,135.0780029296875,138.8195037841797,133.1645050048828,138.66949462890625,138.66949462890625,44408000,,,141.46356001612082,143.05963417302405,-1.596074156903228,,,,,,,,,
2022-01-11,138.0070037841797,140.21600341796875,136.6925048828125,139.73599243164062,139.73599243164062,28730000,140.0479976109096,,141.19778038773924,142.81343848847712,-1.6156581007378747,,,,,,,3.29184009301765,,
2022-01-12,141.14999389648438,142.60800170898438,140.6945037841797,141.4304962158203,141.4304962158203,26108000,139.5392826625279,,141.23358282282865,142.71099832013218,-1.4774154973035252,,,,,,,2.6038051952962418,,
2022-01-13,141.5399932861328,142.85000610351562,138.40899658203125,138.58700561523438,138.58700561523438,31436000,138.70892551967077,,140.82641709858336,142.40551737902862,-1.5791002804452603,,,,,,,1.479719708944912,,
2022-01-14,137.07899475097656,140.74200439453125,136.99850463867188,139.48049926757812,139.48049926757812,29662000,138.95256914411272,,140.61935281689026,142.18884937077303,-1.5694965538827717,,-0.03800913539369932,,,,,1.4401958642139543,,
2022-01-18,136.1750030517578,137.13150024414062,135.43850708007812,135.9980010986328,135.9980010986328,34872000,138.702641078404,,139.90837562946604,141.73026801728116,-1.8218923878151259,,-0.05818236344235228,,,,,1.7928102384588542,,
2022-01-19,136.52349853515625,137.95950317382812,135.0155029296875,135.1165008544922,135.1165008544922,28648000,138.43114144461495,,139.1711641256239,141.24035933855606,-2.069195212932158,,-0.01929590389958291,,,,,2.190435156446776,,
2022-01-20,136.25,137.62600708007812,132.96449279785156,133.3074951171875,133.3074951171875,29908000,137.66514151436942,,138.2690612012491,140.65273976660282,-2.3836785653537333,,-0.03223290818417668,,,,,2.9119204786456008,,
2022-01-21,132.593505859375,134.86549377441406,130.0865020751953,130.35150146484375,130.35150146484375,55652000,136.32449994768416,,137.05097508795598,139.88968507758364,-2.8387099896276595,21.014473926690812,-0.04864722559470158,,,,,3.818711689909872,,
2022-01-24,125.97799682617188,131.2030029296875,124.5,130.8040008544922,130.8040008544922,76622000,134.80642918178015,,136.08990212896154,139.21667143142872,-3.1267693024671814,22.40481984923133,-0.05672115410431777,,,,,3.5535966339187377,,
2022-01-25,128.74000549316406,129.3990020751953,126.50050354003906,126.93499755859376,126.93499755859376,46960000,133.14185660226005,,134.6814552719819,138.30691781121874,-3.6254625392368496,19.871626808011968,-0.09160842994197904,,,,,4.164119729736187,,
2022-01-26,131.11900329589844,133.0,127.14199829101562,129.23300170898438,129.23300170898438,49130000,131.6779283796038,,133.84323164690534,137.6347758777199,-3.7915442308145657,32.67835041338678,-0.08624373691104625,,,,,3.2695186595771055,,
2022-01-27,131.3040008544922,132.65249633789062,128.9324951171875,129.0050048828125,129.0050048828125,31950000,130.6789289202009,,133.09888906781413,136.99553358180083,-3.8966445139867005,32.41476679803074,-0.06914068667465723,,,,,2.757837494448819,,
2022-01-28,129.65899658203125,133.35650634765625,128.48500061035156,133.3509979248047,133.3509979248047,34362000,130.42671421595983,,133.13767504581267,136.7255679775789,-3.58789293176622,43.56231628532613,-0.04394522083703367,,,,,2.3322602831028214,,
2022-01-31,134.16200256347656,135.47300720214844,132.20950317382812,135.30349731445312,135.30349731445312,39986000,130.71185738699776,,133.47087847175735,136.62022940993995,-3.1493509381826073,44.15076689084918,-0.005106720529487796,135.96194915771486,5.0226957781970345,146.00734071410892,125.91655760132079,2.8151849128662305,,
2022-02-01,137.59449768066406,137.79299926757812,134.36849975585938,137.6439971923828,137.6439971923828,68644000,131.75364249093192,136.04204668317522,134.11289673646894,136.69606406049127,-2.5831673240223267,46.518793048199754,0.0187060523467264,135.59457397460938,4.576364771812068,144.7473035182335,126.44184443098524,3.827076539455342,-0.08259587859537929,-0.6528512336091215
2022-02-02,151.25,151.54649353027344,145.5225067138672,148.0,148.0,123200000,134.21021379743303,136.18530854724702,136.24937416162757,137.533392648603,-1.284018486975441,58.48587136781432,0.110215144841606,135.77459869384765,4.992830500109192,145.76025969406604,125.78893769362926,7.17261230910582,0.20497811331796323,-0.19439391706016984
2022-02-03,145.70550537109375,149.6750030517578,142.66549682617188,143.08999633789062,143.08999633789062,71518000,136.518070765904,136.1229509626116,137.30177757336034,137.94499292188357,-0.6432153485232277,55.521755238134446,0.09772418982440723,136.04034881591798,5.240227851764311,146.5208045194466,125.55989311238936,7.03937194352738,0.1683368369705483,-0.14421585026603712
2022-02-04,143.4445037841797,144.875,140.51499938964844,143.29299926757812,143.29299926757812,57998000,138.52664184570312,136.38571312313988,138.2235039878554,138.34114154008316,-0.1176375522277624,54.75557846316186,0.09547871878153669,136.3176239013672,5.4766909098269965,147.2710057210212,125.3642420817132,6.606858364815477,0.1187453832369615,-0.46636064608225913
2022-02-07,144.25,144.25,138.89999389648438,139.2010040283203,139.2010040283203,54974000,139.98321315220423,136.4549277169364,138.37388860946538,138.40483505773037,-0.030946448264984383,53.93547317844317,0.09663218738444845,136.42682418823242,5.513022790488349,147.45286976920912,125.40077860725572,5.112818186026765,0.0838505933054669,-0.5201885049768573
